STATE,REMARKS,Districts,Languages,
JHARKHAND,Jharkhand,DUMKA,ANGIKA,
JHARKHAND,Jharkhand,JAMTARA,ANGIKA,
JHARKHAND,Jharkhand,RAMGARH,ANGIKA,
JHARKHAND,Jharkhand,PAKUR,ANGIKA,
JHARKHAND,Jharkhand,GODDA,ANGIKA,
JHARKHAND,Jharkhand,BOKARO,ANGIKA,
JHARKHAND,Jharkhand,DHANBAD,ANGIKA,
JHARKHAND,Jharkhand,SAHEBGANJ,ANGIKA,
ASSAM,ASSAM,BISWANATH,ASSAMESE,
ASSAM,Assam & Meghalaya,DIBRUGARH,ASSAMESE,
ASSAM,Assam & Meghalaya,BAKSA,ASSAMESE,
ASSAM,Assam & Meghalaya,CHIRANG,ASSAMESE,
ASSAM,Assam & Meghalaya,BARPETA,ASSAMESE,
ASSAM,Assam & Meghalaya,DHEMAJI,ASSAMESE,
ASSAM,Assam & Meghalaya,SONITPUR,ASSAMESE,
ASSAM,Assam & Meghalaya,TINSUKIA,ASSAMESE,
ASSAM,Assam & Meghalaya,KOKRAJHAR,ASSAMESE,
ASSAM,Assam & Meghalaya,BONGAIGAON,ASSAMESE,
ASSAM,Assam & Meghalaya,GOALPARA,ASSAMESE,
ASSAM,Assam & Meghalaya,KAMRUP METRO,ASSAMESE,
ASSAM,Assam & Meghalaya,MARIGAON,ASSAMESE,
ASSAM,Assam & Meghalaya,KAMRUP,ASSAMESE,
ASSAM,Assam & Meghalaya,LAKHIMPUR,ASSAMESE,
ASSAM,Assam & Meghalaya,DARRANG,ASSAMESE,
ASSAM,Assam & Meghalaya,NALBARI,ASSAMESE,
ASSAM,Assam & Meghalaya,DHUBRI,ASSAMESE,
ASSAM,Assam & Meghalaya,UDALGURI,ASSAMESE,
ASSAM,Assam & Meghalaya,JORHAT,ASSAMESE,
ASSAM,Assam & Meghalaya,SIVASAGAR,ASSAMESE,
ASSAM,Assam & Meghalaya,NAGAON,ASSAMESE,
UTTAR PRADESH,East Uttar Pradesh,PRATAPGADH,AWADHI,
UTTAR PRADESH,East Uttar Pradesh,BASTI,AWADHI,
UTTAR PRADESH,East Uttar Pradesh,SULTANPUR,AWADHI,
UTTAR PRADESH,East Uttar Pradesh,GONDA,AWADHI,
UTTAR PRADESH,West Uttar Pradesh,FATEHPUR,AWADHI,
UTTAR PRADESH,West Uttar Pradesh,AYODHYA,AWADHI,
UTTAR PRADESH,West Uttar Pradesh,AMETHI,AWADHI,
UTTAR PRADESH,West Uttar Pradesh,RAE BARELI,AWADHI,
UTTAR PRADESH,West Uttar Pradesh,BALRAMPURA,AWADHI,
HIMACHAL PRADESH,Himachal Pradesh,SOLAN,BAGHATI,
MADHYA PRADESH,East Madhya Pradesh,UMARIA,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,KATNI,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,MANDLA,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,SEONI,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,ANUPPUR,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,BALAGHAT,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,CHHINDWARA,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,JABALPUR,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,SINGRAULI,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,SHAHDOL,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,SIDHI,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,DINDORI,BAGHELI,
RAJASTHAN,East Rajasthan,CHURU,BAGRI,
RAJASTHAN,East Rajasthan,JHUNJHUNU,BAGRI,
BIHAR,Bihar,SIWAN,BAJJIKA,
BIHAR,Bihar,PURBI CHAMPARAN,BAJJIKA,
BIHAR,,GOPALGANJ,BAJJIKA,
Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,Shangla,BASHKARIK,
WEST BENGAL,Gangetic West Bengal,NADIA,BENGALI,
WEST BENGAL,Gangetic West Bengal,BIRBHUM,BENGALI,
WEST BENGAL,Gangetic West Bengal,HOWRAH,BENGALI,
WEST BENGAL,Gangetic West Bengal,DINAJPUR DAKSHIN,BENGALI,
WEST BENGAL,Gangetic West Bengal,PURULIA,BENGALI,
WEST BENGAL,Gangetic West Bengal,PASCHIM BARDHAMAN,BENGALI,
WEST BENGAL,Gangetic West Bengal,MEDINIPUR EAST,BENGALI,
WEST BENGAL,Gangetic West Bengal,BANKURA,BENGALI,
WEST BENGAL,Gangetic West Bengal,JHARGRAM,BENGALI,
WEST BENGAL,Gangetic West Bengal,MEDINIPUR WEST,BENGALI,
WEST BENGAL,Gangetic West Bengal,MALDAH,BENGALI,
WEST BENGAL,Gangetic West Bengal,PURBA BARDHAMAN,BENGALI,
WEST BENGAL,Gangetic West Bengal,MURSHIDABAD,BENGALI,
WEST BENGAL,Gangetic West Bengal,HOOGHLY,BENGALI,
WEST BENGAL,Gangetic West Bengal,PARAGANAS NORTH,BENGALI,
WEST BENGAL,Gangetic West Bengal,PARAGANAS SOUTH,BENGALI,
WEST BENGAL,Sub Himalayan West Bengal & Sikkim,COOCHBEHAR,BENGALI,
WEST BENGAL,Sub Himalayan West Bengal & Sikkim,DARJEELING,BENGALI,
WEST BENGAL,Sub Himalayan West Bengal & Sikkim,ALIPURDUAR,BENGALI,
WEST BENGAL,Sub Himalayan West Bengal & Sikkim,JALPAIGURI,BENGALI,
WEST BENGAL,Sub Himalayan West Bengal & Sikkim,KALIMPONG,BENGALI,
WEST BENGAL,Sub Himalayan West Bengal & Sikkim,DINAJPUR UTTAR,BENGALI,
Bangladesh,Bangladesh,Bangladesh,BENGALI,
JAMMU AND KASHMIR,Jammu & Kashmir,KATHUA,BHADRAWA HI-KHASHALI-BHALESI,
JAMMU AND KASHMIR,Jammu & Kashmir,SAMBA,BHADRAWA HI-KHASHALI-BHALESI,
JAMMU AND KASHMIR,Jammu & Kashmir,UDHAMPUR,BHADRAWA HI-KHASHALI-BHALESI,
JAMMU AND KASHMIR,Jammu & Kashmir,DODA,BHADRAWA HI-KHASHALI-BHALESI,
CHHATTISGARH,Chhattisgarh,GARIYABAND,BHATTI,
CHHATTISGARH,Chhattisgarh,DHAMTARI,BHATTI,
CHHATTISGARH,Chhattisgarh,BALOD,BHATTI,
CHHATTISGARH,Chhattisgarh,NARAYANPUR,BHATTI,
CHHATTISGARH,Chhattisgarh,KONDAGAON,BHATTI,
CHHATTISGARH,Chhattisgarh,KANKER,BHATTI,
GUJARAT,Gujarat Region,BHARUCH,BHILI,
GUJARAT,Gujarat Region,VADODARA,BHILI,
GUJARAT,Gujarat Region,PANCH MAHALS,BHILI,
GUJARAT,Gujarat Region,DANG,BHILI,
GUJARAT,Gujarat Region,NARMADA,BHILI,
GUJARAT,Gujarat Region,TAPI,BHILI,
GUJARAT,Gujarat Region,VALSAD,BHILI,
GUJARAT,Gujarat Region,MAHISAGAR,BHILI,
GUJARAT,Gujarat Region,CHHOTAUDEPUR,BHILI,
GUJARAT,Gujarat Region,SURAT,BHILI,
GUJARAT,Gujarat Region,NAVSARI,BHILI,
GUJARAT,Gujarat Region,DOHAD,BHILI,
BIHAR,Bihar,PASHCHIM CHAMPARAN,BHOJPURI,
BIHAR,,KAIMUR (BHABUA),BHOJPURI,
JHARKHAND,Jharkhand,GARHWA,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,GORAKHPUR,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,KUSHI NAGAR,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,MAHARAJGANJ,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,DEORIA,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,CHANDAULI,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,GHAZIPUR,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,BALLIA,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,AZAMGARH,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,SONBHADRA,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,VARANASI,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,MAU,BHOJPURI,
ASSAM,Assam & Meghalaya,KARIMGANJ,BISHNUPRIYA,
ASSAM,Assam & Meghalaya,CACHAR,BISHNUPRIYA,
ASSAM,Assam & Meghalaya,DIMA HASAO,BISHNUPRIYA,
ASSAM,Assam & Meghalaya,HAILAKANDI,BISHNUPRIYA,
MANIPUR,Naga Mani Mizo Tripura,TAMENGLONG,BISHNUPRIYA,
NAGALAND,Naga Mani Mizo Tripura,PEREN,BISHNUPRIYA,
UTTAR PRADESH,West Uttar Pradesh,MATHURA,BRAJ,
UTTAR PRADESH,West Uttar Pradesh,ALIGARH,BRAJ,
UTTAR PRADESH,West Uttar Pradesh,HATHRAS,BRAJ,
UTTAR PRADESH,West Uttar Pradesh,SAMBHAL,BRAJ,
MADHYA PRADESH,East Madhya Pradesh,BHIND,BUNDELI,
MADHYA PRADESH,East Madhya Pradesh,SHIVPURI,BUNDELI,
MADHYA PRADESH,East Madhya Pradesh,SEHORE,BUNDELI,
MADHYA PRADESH,East Madhya Pradesh,GWALIOR,BUNDELI,
MADHYA PRADESH,East Madhya Pradesh,VIDISHA,BUNDELI,
MADHYA PRADESH,East Madhya Pradesh,ASHOKNAGAR,BUNDELI,
MADHYA PRADESH,East Madhya Pradesh,TIKAMGARH,BUNDELI,
MADHYA PRADESH,East Madhya Pradesh,DATIA,BUNDELI,
MADHYA PRADESH,East Madhya Pradesh,BHOPAL,BUNDELI,
MADHYA PRADESH,MADHYA PRADESH,NIWARI,BUNDELI,
UTTAR PRADESH,West Uttar Pradesh,JHANSI,BUNDELI,
UTTAR PRADESH,West Uttar Pradesh,LALITPUR,BUNDELI,
Gilgit-Baltistan,Gilgit-Baltistan,Skardu,BURUSHASKI,
Gilgit-Baltistan,Gilgit-Baltistan,Ghanchi,BURUSHASKI,
Gilgit-Baltistan,Gilgit-Baltistan,Hunza Nagar,BURUSHASKI,
HIMACHAL PRADESH,Himachal Pradesh,CHAMBA,CHAMEALI AND CHURAHI,
CHHATTISGARH,Chhattisgarh,SURAJPUR,CHHATTISGARHI,
CHHATTISGARH,Chhattisgarh,KOREA,CHHATTISGARHI,
CHHATTISGARH,Chhattisgarh,RAJNANDGAON,CHHATTISGARHI,
CHHATTISGARH,Chhattisgarh,KABIRDHAM,CHHATTISGARHI,
CHHATTISGARH,Chhattisgarh,SURGUJA,CHHATTISGARHI,
CHHATTISGARH,Chhattisgarh,MUNGELI,CHHATTISGARHI,
CHHATTISGARH,Chhattisgarh,MAHASAMUND,CHHATTISGARHI,
